party_id,party_short,party_name,issue_id,issue_title,issue_text,position,position_reason,position_score,connection_dimension,connection_dimension_label_refined,connection_relevance,issue_alignment_direction,connection_alignment_score
5,AfD,Alternative für Deutschland,14,Kompetenzen in der Schulpolitik,Der Bund soll mehr Kompetenzen in der Schulpolitik erhalten.,stimme nicht zu,"Die Bundesländer sollten aufgrund ihrer Unterschiede in Kultur, Struktur und Region in den wichtigen Bildungsbereichen ihre Eigenständigkeit bewahren. Insofern bekennt die AfD sich zum Bildungsföderalismus und hält die bisherigen Kompetenzen des Bundes in der Schulpolitik für ausreichend.",-1,institutional_responsiveness,Institutional responsiveness,direct,1,-1
6,Die Linke,Die Linke,14,Kompetenzen in der Schulpolitik,Der Bund soll mehr Kompetenzen in der Schulpolitik erhalten.,stimme zu,"Überall im Bildungsbereich investieren die Bundesländer zu wenig. An vielen Schulen regnet es durchs Dach, ist die Sporthalle gesperrt oder sind die Toiletten unbenutzbar. Es fehlt an Personal, andauernd fällt Unterricht aus – und die Abschlüsse sind zwischen den Bundesländern immer noch nicht vergleichbar. Der Bund soll es sich zur Aufgabe machen, dass die Schule soziale Ungleichheiten ausgleicht, statt sie zu verstärken.",1,institutional_responsiveness,Institutional responsiveness,direct,1,1
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,14,Kompetenzen in der Schulpolitik,Der Bund soll mehr Kompetenzen in der Schulpolitik erhalten.,stimme zu,,1,institutional_responsiveness,Institutional responsiveness,direct,1,1
1,SPD,Sozialdemokratische Partei Deutschlands,15,Rüstungsexporte nach Israel,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,stimme zu,"Aus der deutschen Verantwortung für die Shoa bekennen wir uns als SPD uneingeschränkt zum Existenzrecht Israels. Das bedeutet auch, dass wir Verantwortung für die Verteidigungsfähigkeit Israels tragen und Israel entsprechend mit Rüstungsgütern unterstützen. Dem liegen sorgfältige Einzelfallentscheidungen auf Basis des humanitären Völkerrechts und der Wahrung der Menschenrechte zugrunde.",1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,15,Rüstungsexporte nach Israel,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,stimme zu,"Deutschland trägt mit seiner Geschichte eine besondere Verantwortung für die Existenz und die Sicherheit Israels. Aus dieser Überzeugung unterstützen wir das Recht Israels auf Selbstverteidigung gegen den Terror, der Israel bedroht. Es liegt in unserem Interesse, dass wir fest an der Seite der einzigen Demokratie im Nahen und Mittleren Osten stehen. Dazu wollen wir Israel auch militärisch unterstützen und noch bestehende Exportblockaden beenden.",1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,15,Rüstungsexporte nach Israel,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,stimme zu,"Das ist eine der derzeit schwersten Fragen. Wir stehen ein für die Sicherheit Israels und aller Israelis - ebenso für das humanitäre Völkerrecht. Israel muss sich gegen Raketen der Hamas oder aus Iran verteidigen können. Doch das ist kein Blankoscheck, weder für Israel noch für Rüstungsexporte. Bei jeder Entscheidung dazu ist humanitäres Völkerrecht zu beachten. Wenn dem Schutz der Zivilbevölkerung in Gaza im Einzelfall nicht genug Rechnung getragen ist, dürfen Waffen nicht exportiert werden.",1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
4,FDP,Freie Demokratische Partei,15,Rüstungsexporte nach Israel,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,stimme zu,"Die Existenz und Sicherheit Israels ist Teil deutscher Staatsräson und unverzichtbarer Pfeiler deutscher Außen- und Sicherheitspolitik. Wir müssen Israel alles zur Verfügung stellen, was es für sein völkerrechtlich garantiertes Selbstverteidigungsrecht benötigt. Rüstungsexporte sind dafür ein legitimes Mittel und dienen dazu, strategische Partnerschaften und die Stabilität in geopolitisch wichtigen Regionen zu sichern. Israel wollen wir bei Rüstungsexporten NATO-Staaten gleichstellen.",1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
5,AfD,Alternative für Deutschland,15,Rüstungsexporte nach Israel,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,neutral,"Wir erkennen uneingeschränkt das Existenzrecht Israels an und das Recht des Staates Israel dieses auch militärisch zu verteidigen. Dies gilt ins besonders auch vor dem Hintergrund des terroristischen Angriffs der Hamas in Israel am 7. Oktober 2023. Die grundsätzliche Position der AfD keine Waffen in Spannungs- oder Kriegsgebiete zu liefern, bleibt davon aber unberührt.",0,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
6,Die Linke,Die Linke,15,Rüstungsexporte nach Israel,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,stimme nicht zu,Auch beim Krieg im Nahen Osten gibt es keine militärische Lösung. Es braucht diplomatischen Druck für einen Waffenstillstand und einen nachhaltigen Frieden. Dazu gehört ein Prozess der Aussöhnung. Der Internationale Strafgerichtshof muss bei der Aufklärung und Verfolgung der Verbrechen auf beiden Seiten unterstützt werden.,-1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,15,Rüstungsexporte nach Israel,Aus Deutschland sollen weiterhin Rüstungsgüter nach Israel exportiert werden dürfen.,stimme nicht zu,,-1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
1,SPD,Sozialdemokratische Partei Deutschlands,16,Krankenkassen,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme zu,"Die SPD setzt auf ein solidarisches, beitragsfinanziertes Krankenversicherungssystem und auf einen gerechten Finanzausgleich zwischen den Krankenkassen. Auch die privaten Versicherungen sollen zum Risikostrukturausgleich beitragen. Krankenkassen und private Krankenversicherungen bilden so ein System einer solidarischen Bürgerversicherung aus, an dem alle beteiligt sind.",1,economic_security,Economic security,direct,1,1
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,16,Krankenkassen,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme nicht zu,Wir stehen zu den Grundpfeilern des deutschen Gesundheitssystems mit seiner bewährten Selbstverwaltung und zum Nebeneinander von gesetzlicher und privater Krankenversicherung. Das duale System wollen wir erhalten und stärken. Es sorgt für Wettbewerb und trägt zu einer auskömmlichen Finanzierung unseres Gesundheitssystems bei.,-1,economic_security,Economic security,direct,1,-1
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,16,Krankenkassen,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme zu,"Wir wollen Gesundheit und Pflege in unserer Gesellschaft verlässlicher und gerechter als bisher finanzieren. Dazu sollen alle Versicherten beitragen, gleich ob sie in einer gesetzlichen Krankenkasse oder privat versichert sind. In unserem Konzept einer Bürgerversicherung kann so auch die private Krankenversicherung als Teil eines integrierten Versicherungssystems mit solidarischem Finanzausgleich fortbestehen.",1,economic_security,Economic security,direct,1,1
4,FDP,Freie Demokratische Partei,16,Krankenkassen,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme nicht zu,"Wir bekennen uns zum dualen System aus gesetzlicher (GKV) und privater (PKV) Krankenversicherung. Wir lehnen eine Einheitskasse (sogenannte Bürgerversicherung) ab, weil diese eine schlechtere Versorgung für alle Versicherten bedeuten würde. Wir setzen uns dafür ein, dass man leichter zwischen GKV und PKV hin- und herwechseln kann.",-1,economic_security,Economic security,direct,1,-1
5,AfD,Alternative für Deutschland,16,Krankenkassen,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme nicht zu,"Der medizinische Fortschritt wird in erster Linie von den Privatversicherten finanziert, da Ärzte und Krankenhäuser deutlich mehr an ihnen verdienen als an gesetzlich Versicherten. Die hohen Versicherungsbeiträge für die gesetzlichen Krankenkasse entstehen, weil die Länder ihre gesetzlichen Aufgaben in der Krankenhaus-Infrastruktur nicht ausreichend wahrnehmen, und der Bund die gesetzlich Versicherten z.B. auch für die Krankenversicherung der Bürgergeldempfänger mitbezahlen lässt.",-1,economic_security,Economic security,direct,1,-1
6,Die Linke,Die Linke,16,Krankenkassen,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme zu,"Die Linke will keine Zwei-Klassen-Versorgung für privat und gesetzlich Versicherte. Wenn alle in die gesetzlichen Krankenkassen einzahlen, wird die Versorgung für alle besser, Zuzahlungen entfallen. Die Beiträge für alle, die weniger als 7.100 Euro im Monat verdienen, sinken.",1,economic_security,Economic security,direct,1,1
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,16,Krankenkassen,Alle Bürgerinnen und Bürger sollen in gesetzlichen Krankenkassen versichert sein müssen.,stimme zu,"Das BSW will die Zwei-Klassen-Medizin beenden. Zusatzbeiträge sollen abgeschafft und eine Bürgerversicherung eingeführt werden, in die alle Bürger nach ihrem Einkommen einzahlen und gleiche Leistungen auf dem Niveau der höchsten medizinischen Standards erhalten. Krankenhausprivatisierungen und das Vordringen von Finanzinvestoren in den medizinischen Sektor müssen gestoppt und die Krankenhausreform rückgängig gemacht werden. Krankenhausschließungen und das System der Fallpauschalen lehnen wir ab",1,economic_security,Economic security,direct,1,1
1,SPD,Sozialdemokratische Partei Deutschlands,17,Abschaffung der Frauenquote,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme nicht zu,"Nein, im Gegenteil. Die Quote wirkt. Unser Ziel ist und bleibt die gleichberechtigte Teilhabe von Frauen und Männern in Führungspositionen. Dazu werden wir das Führungspositionen-Gesetz weiterentwickeln mit dem Ziel, bis 2030 Parität in Aufsichtsräten und Vorständen zu erreichen. Als nächsten Schritt streben wir ein Gleichstellungsgesetz für die Privatwirtschaft an.",-1,social_trust,Social trust and cohesion,direct,-1,1
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,17,Abschaffung der Frauenquote,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme nicht zu,"Solange Frauen in Aufsichtsräten und Vorständen von Unternehmen nach wie vor unterrepräsentiert sind, kann die Frauenquote für Aufsichtsräte und Vorstände von Unternehmen dazu beitragen, gleichberechtigte Teilhabe von Frauen in Führungspositionen zu ermöglichen.",-1,social_trust,Social trust and cohesion,direct,-1,1
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,17,Abschaffung der Frauenquote,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme nicht zu,"Frauen machen über die Hälfte der Bevölkerung aus, sind aber noch weit von der Hälfte der wirtschaftlichen und politischen Macht entfernt. Wir sind daher weiterhin für Frauenquoten in Aufsichtsräten und Vorständen großer Unternehmen. Die bereits bestehenden Regelungen werden wir weiterentwickeln, damit sie noch besser wirken.",-1,social_trust,Social trust and cohesion,direct,-1,1
4,FDP,Freie Demokratische Partei,17,Abschaffung der Frauenquote,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,neutral,"Wir Freie Demokraten setzen uns für mehr Vielfalt in Unternehmen sowie im öffentlichen Dienst und damit auch für mehr Frauen in Führungspositionen ein. Eine Quote verbessert aber nicht die bisherigen Rahmenbedingungen und greift tief in die unternehmerische Freiheit ein. Wir setzen daher auf bessere Vereinbarkeit von Familie und Beruf, mehr Wahlfreiheit bei der Aufteilung von Sorge- und Erwerbsarbeit und auf Anreize für eine Unternehmenskultur, die mehr Vielfalt in Führungspositionen ermöglicht.",0,social_trust,Social trust and cohesion,direct,-1,0
5,AfD,Alternative für Deutschland,17,Abschaffung der Frauenquote,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme zu,"Unternehmen sollten ihre Arbeitnehmer nach dem Prinzip der Bestenauslese wählen und nicht aufgrund von festgelegten Quoten. Durch Frauenquoten wird die Leistung von Frau entwertet, gleichzeitig stellt sie eine erhebliche Form der Geschlechterdiskriminierung dar.",1,social_trust,Social trust and cohesion,direct,-1,-1
6,Die Linke,Die Linke,17,Abschaffung der Frauenquote,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme nicht zu,"Die Linke setzt sich dafür ein, dass Frauen überall gleiches Geld für gleichwertige Arbeit bekommen und gleiche Chancen im Beruf haben. Die Quote wirkt: In den Vorständen der größten deutschen Börsenkonzerne sitzen so viele Frauen wie nie zuvor.",-1,social_trust,Social trust and cohesion,direct,-1,1
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,17,Abschaffung der Frauenquote,Die gesetzliche Frauenquote in Vorständen und Aufsichtsräten börsennotierter Unternehmen soll abgeschafft werden.,stimme nicht zu,,-1,social_trust,Social trust and cohesion,direct,-1,1
1,SPD,Sozialdemokratische Partei Deutschlands,18,Ökologische Landwirtschaft,Ökologische Landwirtschaft soll stärker gefördert werden als konventionelle Landwirtschaft.,stimme zu,"Der Ökologische Landbau ist ressourcenschonend und umweltverträglich und bringt qualitativ hochwertige Lebensmittel hervor. Wir unterstützen Deutschlands Ziel, bis 2030 30 % der landwirtschaftlichen Fläche ökologisch zu bewirtschaften. Dafür braucht es gute Rahmenbedingungen entlang der gesamten Wertschöpfungskette. Auch im konventionellen Bereich kann bodenschonend, tierwohlgerecht und klimaangepasst gearbeitet werden. Das wollen wir ebenfalls unterstützen.",1,not_directly_related,Not directly related,low,0,0
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,18,Ökologische Landwirtschaft,Ökologische Landwirtschaft soll stärker gefördert werden als konventionelle Landwirtschaft.,stimme nicht zu,"Konventionelle und ökologische Landwirtschaft sind uns gleich wichtig. Nachhaltige Wirtschaftsweisen lassen sich sowohl in ökologischen wie in konventionellen Betrieben erreichen, wenn diese z. B. Natur- und Umweltschutzmaßnahmen durchführen. Deshalb ist unser Ziel, dass die Betriebe bei der Vergabe von Fördermitteln für Nachhaltigkeitsmaßahmen mit vergleichbarer Wirkung auch gleichbehandelt werden.",-1,not_directly_related,Not directly related,low,0,0
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,18,Ökologische Landwirtschaft,Ökologische Landwirtschaft soll stärker gefördert werden als konventionelle Landwirtschaft.,stimme zu,"Eine wichtige Rolle beim Schutz der natürlichen Lebensgrundlagen spielt die ökologische Landwirtschaft. Naturschonende Erzeugungsformen müssen einen Vorteil gegenüber konventioneller Landwirtschaft haben. Auch regionale Produkte sind immer mehr gefragt. Deshalb wollen wir landwirtschaftliche Betriebe mit dem regionalen Lebensmittelhandwerk zusammenbringen, beispielsweise mit der Förderung regionaler Wertschöpfungsketten.",1,not_directly_related,Not directly related,low,0,0
4,FDP,Freie Demokratische Partei,18,Ökologische Landwirtschaft,Ökologische Landwirtschaft soll stärker gefördert werden als konventionelle Landwirtschaft.,stimme nicht zu,"Die FDP setzt sich für eine nachhaltige Intensivierung der Landwirtschaft ein, die sowohl ökologische als auch konventionelle Betriebe berücksichtigt. Innovative Konzepte, die nachhaltige Praktiken mit hoher Ertragskraft verbinden, sollten stärker gefördert werden. Im Rahmen der Gemeinsamen Agrarpolitik (GAP) sollten daher Anreize geschaffen werden, um Betriebe bei der Einführung nachhaltiger Intensivierungsmaßnahmen zu unterstützen.",-1,not_directly_related,Not directly related,low,0,0
5,AfD,Alternative für Deutschland,18,Ökologische Landwirtschaft,Ökologische Landwirtschaft soll stärker gefördert werden als konventionelle Landwirtschaft.,stimme nicht zu,"Es kommt hier nicht auf die Gesamtmenge der Förderungen an, sondern auf die konkrete einzelbetriebliche Maßnahme. Die jeweiligen Förderungen sind hier so auszubalancieren, dass nicht zu viel in einen ökologischen Nischenmarkt investiert wird, der in Zeiten inflationärer Lebensmittelpreise keine Abnehmer findet, und zugleich die flächendeckende Versorgung mit heimischen Lebensmitteln aus konventioneller Produktion sichergestellt werden kann.",-1,not_directly_related,Not directly related,low,0,0
6,Die Linke,Die Linke,18,Ökologische Landwirtschaft,Ökologische Landwirtschaft soll stärker gefördert werden als konventionelle Landwirtschaft.,stimme zu,"Die Linke kämpft für eine sozial gerechte und auf das Gemeinwohl orientierte Landwirtschaft, die das Klima und die Natur schont und mit dem Tierschutz vereinbar ist. Wir stehen an der Seite der Landwirt*innen. Sie leisten für die Gesellschaft überlebensnotwendige Arbeit. Menschen, die in der Landwirtschaft arbeiten, müssen davon gut leben können. Wer sich zu höheren Standards verpflichtet, soll auch stärker gefördert werden.",1,not_directly_related,Not directly related,low,0,0
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,18,Ökologische Landwirtschaft,Ökologische Landwirtschaft soll stärker gefördert werden als konventionelle Landwirtschaft.,neutral,"Wir streben eine Landwirtschaftspolitik im Interesse der Verbraucher an, die unsere Landwirte vorgroßen Agrarkonzernen schützt, lokal ausgerichtet ist und zu Tier- und Umweltschutz beiträgt. Es muss darum gehen, die konventionelle Landwirtschaft ökologischer zu machen und nicht einseitig vor allem Biobetriebe zu fördern.",0,not_directly_related,Not directly related,low,0,0
1,SPD,Sozialdemokratische Partei Deutschlands,19,Projekte gegen Rechtsextremismus,Der Bund soll Projekte gegen Rechtsextremismus verstärkt fördern.,stimme zu,"Eine lebendige Zivilgesellschaft ist das Rückgrat unserer Demokratie. Rechtsextremismus bedroht die demokratische Grundordnung, schürt Hass und spaltet unsere Gemeinschaft. 2024 erreichte die rechtsextreme Kriminalität mit 33.963 Straftaten, darunter 1.136 Gewaltdelikte, einen traurigen Höchststand. Mit dem Demokratiefördergesetz und Programmen wie Demokratie leben! unterstützen wir Initiativen gegen Extremismus, fördern Engagement und sichern den gesellschaftlichen Zusammenhalt.",1,democratic_institutions,Democratic institutions and rule of law,direct,1,1
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,19,Projekte gegen Rechtsextremismus,Der Bund soll Projekte gegen Rechtsextremismus verstärkt fördern.,stimme zu,"Wir brauchen Wachsamkeit gegenüber jeder Form von Extremismus, von Gewalt und Terror – ob es sich um Rechts- oder Linksextremismus handelt oder den Islamismus. Rechtsextremisten delegitimieren unseren Staat und seine Institutionen. Offene Gewaltbereitschaft und Ausländerfeindlichkeit machen sie besonders gefährlich. Wir bekämpfen sie mit voller Härte auf der Basis unseres 2020 gestarteten Maßnahmenpakets gegen Rechtsextremismus.",1,democratic_institutions,Democratic institutions and rule of law,direct,1,1
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,19,Projekte gegen Rechtsextremismus,Der Bund soll Projekte gegen Rechtsextremismus verstärkt fördern.,stimme zu,"Der Rechtsextremismus stellt nach Einschätzungen der Sicherheitsbehörden die größte Gefahr für unsere Demokratie dar. Die Förderung von Projekten, die über Rechtsextremismus aufklären, ist daher sehr wichtig. Sie ermöglicht eine umfassende und flächendeckende Bildungs- und Demokratiearbeit. Darüber hinaus ist es wichtig, dass auch Projekte gegen jede andere Form von Extremismus, wie den Islamismus, gefördert werden.",1,democratic_institutions,Democratic institutions and rule of law,direct,1,1
4,FDP,Freie Demokratische Partei,19,Projekte gegen Rechtsextremismus,Der Bund soll Projekte gegen Rechtsextremismus verstärkt fördern.,stimme zu,"Wir lehnen jede Form des politischen und religiösen Extremismus strikt ab. Vorhandene Projekte gegen Rechtsextremismus müssen auf ihre Wirksamkeit hin überprüft werden. Sinnvolle Projekte sollten durch den Staat gefördert werden. Eine Verstetigung im Wege eines so genannten Demokratiefördergesetzes lehnen wir ab. Neben einer Bekämpfung des Rechtsextremismus müssen auch Projekte gegen Islamismus evaluiert und, bei Bedarf, stärker gefördert werden.",1,democratic_institutions,Democratic institutions and rule of law,direct,1,1
5,AfD,Alternative für Deutschland,19,Projekte gegen Rechtsextremismus,Der Bund soll Projekte gegen Rechtsextremismus verstärkt fördern.,stimme nicht zu,Die bisherige Förderung gegen Rechtsextremismus dient vor allem der Finanzierung linker Vorfeldorganisationen bis hin zu extremistischen und gewaltbereiten Vereinigungen. Dementsprechend weigern sich diese Organisationen auch ein Bekenntnis zur freiheitlich-demokratischen Grundordnung als Voraussetzung zur Finanzierung abzugeben. Die ihnen nahestehenden Parteien haben ein solche Bekenntnis als Voraussetzung auch verhindert.,-1,democratic_institutions,Democratic institutions and rule of law,direct,1,-1
6,Die Linke,Die Linke,19,Projekte gegen Rechtsextremismus,Der Bund soll Projekte gegen Rechtsextremismus verstärkt fördern.,stimme zu,"Projekte gegen Rechtsextremismus und zur Stärkung der Demokratie sind auf öffentliche Förderung angewiesen. Die vielen Ehrenamtlichen, die sich hier engagieren, brauchen die Unterstützung durch hauptamtliche, professionelle Kräfte. Deshalb muss diese Förderung auf gesetzliche Füße gestellt werden.",1,democratic_institutions,Democratic institutions and rule of law,direct,1,1
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,19,Projekte gegen Rechtsextremismus,Der Bund soll Projekte gegen Rechtsextremismus verstärkt fördern.,stimme zu,"Die Zahl rechtsextremer Straftaten hat im letzten Jahr laut Innenministerium deutlich zugenommen. Auch deshalb müssen Projekte, die sich gegen Rechtsextremismus, Faschismus und Neonazis engagieren oder den Opfern rechtsextremer Gewalt helfen, weiterhin gefördert werden. Es muss aber gesichert sein, dass der wichtige Einsatz gegen Rechtsextremismus nicht missbraucht wird, um unbeliebte Positionen zu diskreditieren.",1,democratic_institutions,Democratic institutions and rule of law,direct,1,1
1,SPD,Sozialdemokratische Partei Deutschlands,20,Kontrolle von Zulieferern,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,stimme zu,"Die Sorgfaltspflicht der Unternehmen endet nicht am Werkstor. In der gesamten Lieferkette darf es nicht zu Menschenrechtsverletzungen kommen. Es geht auch um fairen Wettbewerb. Wir wollen konkrete Vereinbarungen zu internationalen Standards, die gute Arbeit mit existenzsichernden Löhnen sicherstellen. Wir werden außerdem dafür sorgen, dass die Handhabung einfacher wird und dass die verschiedenen Regelungen besser aufeinander abgestimmt und Bürokratielasten reduziert werden.",1,democratic_institutions,Democratic institutions and rule of law,direct,1,1
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,20,Kontrolle von Zulieferern,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,stimme nicht zu,"Der Schutz von Menschenrechten und Umwelt ist ein zentrales Anliegen. Selbstverständlich sind Unternehmen gefordert, ethisch zu handeln und Menschenrechte und Umweltschutz zu beachten. Viele kleine und mittlere Unternehmen sind aber überfordert, die komplette Lieferkette bei allen Zulieferern zu kontrollieren. Deshalb schaffen wir das deutsche Lieferkettengesetz ab.",-1,democratic_institutions,Democratic institutions and rule of law,direct,1,-1
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,20,Kontrolle von Zulieferern,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,stimme zu,"Der gesetzliche Schutz von Menschenrechten und der Umwelt ist eine große Errungenschaft der letzten Jahre. Das Lieferkettengesetz regelt die unternehmerische Verantwortung für die Produktionsweise ihrer ausländischen Zulieferer. Dadurch können sich Verbraucherinnen und Verbraucher sicher sein, dass ihre Einkäufe nicht durch Ausbeutung oder Kinderarbeit hergestellt wurden. Wir werden dafür sorgen, dass Unternehmen die Vorschriften möglichst unbürokratisch und digitalisiert umsetzen können.",1,democratic_institutions,Democratic institutions and rule of law,direct,1,1
4,FDP,Freie Demokratische Partei,20,Kontrolle von Zulieferern,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,stimme nicht zu,"Regelungen wie die EU-Lieferkettenrichtlinie sowie die EU-Richtlinie zur Nachhaltigkeitsberichterstattung sorgen nicht für mehr Klimaschutz und Nachhaltigkeit, sondern in erster Linie für bürokratischen Aufwand in Betrieben. Vor allem der Mittelstand kann diese Bürokratie häufig kaum noch bewältigen. Die staatliche Aufgabe, die Einhaltung von Recht und Gesetz zu kontrollieren, darf nicht auf Unternehmen abgewälzt werden. Daher setzen wir uns für die Abschaffung solcher Regelungen ein.",-1,democratic_institutions,Democratic institutions and rule of law,direct,1,-1
5,AfD,Alternative für Deutschland,20,Kontrolle von Zulieferern,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,stimme nicht zu,"Das entsprechende Lieferkettengesetz macht deutsche Unternehmen für Missstände in ihren Liefer- und Unterlieferketten in Entwicklungsländern verantwortlich. Es will bessere Lebensbedingungen für die dortigen Beschäftigten erreichen, stellt aber so hohe Anforderungen hinsichtlich Bürokratie, Kostenaufwand und Haftung, dass viele Unternehmen sich zurückziehen und die dortigen Arbeitsplätze verloren gehen. In jedem Fall entsteht ein Wettbewerbsnachteil gegenüber ausländischen Unternehmen.",-1,democratic_institutions,Democratic institutions and rule of law,direct,1,-1
6,Die Linke,Die Linke,20,Kontrolle von Zulieferern,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,stimme zu,"Es sollte selbstverständlich sein, dass Unternehmen keine Kinderarbeit nutzen und nicht die Umwelt vergiften. Oft nehmen sie aber die Verletzung von Menschen- und Arbeitsrechten bei ihren Zulieferern in Kauf, um Kosten zu senken und ihre Profite zu erhöhen. Das muss beendet werden, auch im Interesse der anderen Hersteller, die sich an faire Bedingungen halten.",1,democratic_institutions,Democratic institutions and rule of law,direct,1,1
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,20,Kontrolle von Zulieferern,Unternehmen sollen weiterhin die Einhaltung der Menschenrechte und des Umweltschutzes bei allen Zulieferern kontrollieren müssen.,neutral,,0,democratic_institutions,Democratic institutions and rule of law,direct,1,0
1,SPD,Sozialdemokratische Partei Deutschlands,21,Elternabhängiges BAföG,Die Ausbildungsförderung BAföG soll weiterhin abhängig vom Einkommen der Eltern gezahlt werden.,stimme zu,"Allen jungen Menschen müssen alle Ausbildungswege offenstehen. Wir haben daher die BAföG-Bedarfssätze ebenso erhöht wie die Freibeträge beim Elterneinkommen, innerhalb derer ein Anspruch auf Ausbildungsförderung besteht. Im nächsten Schritt wollen wir dafür sorgen, dass die Höhe der Ausbildungsförderung regelmäßig an die steigenden Lebenshaltungskosten angepasst wird. Langfristig wollen wir das Bafög elternunabhängiger machen und streben die schrittweise Rückkehr zum Vollzuschuss an.",1,economic_security,Economic security,direct,-1,-1
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,21,Elternabhängiges BAföG,Die Ausbildungsförderung BAföG soll weiterhin abhängig vom Einkommen der Eltern gezahlt werden.,stimme zu,"CDU und CSU wollen das elternabhängige BAföG als Sozialleistung erhalten, damit jede und jeder unabhängig von der Herkunft studieren kann. Das ist ein Gebot der Chancengerechtigkeit. Außerdem werden wir das BAföG und den KfW-Studienkredit besser aufeinander abstimmen. BAföG-Empfängerinnen und -Empfängern wollen wir zudem die Möglichkeit bieten, mehr hinzuzuverdienen.",1,economic_security,Economic security,direct,-1,-1
